GSM_IDENTIFIER	TYPE_NOVEL	CLASS	TYPE
GSM1019312	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019330	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019328	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019332	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019324	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019320	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019311	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019313	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019316	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019321	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019318	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019314	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019145	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019143	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019140	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019139	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019144	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019299	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019150	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019217	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019218	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019149	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019216	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019213	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019214	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019220	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019152	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019225	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019170	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019171	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019169	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019174	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019166	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019176	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019228	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019153	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019147	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019224	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019175	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019230	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019211	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019194	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019192	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019181	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019196	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019190	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019185	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019187	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019188	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019180	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019183	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019162	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019207	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019154	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019210	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019205	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019204	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019200	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019165	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019160	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019197	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019158	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019203	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019164	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019270	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019268	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019272	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019265	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019273	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019261	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019258	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019260	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019274	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019264	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019259	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019275	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019298	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019295	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019186	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019292	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019300	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019289	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019285	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019283	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019288	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019257	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019290	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019286	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019256	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019163	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019249	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019247	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019253	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019244	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019254	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019242	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019236	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019234	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019239	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019302	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1019243	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001619	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001620	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001618	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001617	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001615	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001616	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001623	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001625	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001626	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001621	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001624	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001622	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001610	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001653	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001654	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001651	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001650	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001655	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001652	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001657	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001661	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001662	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001660	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001659	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001649	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001658	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001656	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001648	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001638	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001639	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001636	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001635	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001640	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001637	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001642	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001646	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001647	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001645	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001644	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001663	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001643	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001641	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001665	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001684	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001685	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001682	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001681	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001686	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001683	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001612	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001687	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001614	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001680	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001613	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001611	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001678	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001669	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001670	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001668	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001667	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001666	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001671	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001672	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001677	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001664	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001676	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001675	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001673	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001674	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001679	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001691	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001692	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001690	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001689	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001693	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001694	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001688	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001695	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001696	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001698	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001702	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001703	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001701	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001700	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001699	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001697	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001631	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001634	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001632	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001633	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001627	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001628	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001630	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1001629	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065816	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065812	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065809	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065808	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065819	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065813	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065827	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065834	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065832	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065826	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065828	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065825	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065747	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065774	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065772	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065777	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065778	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065770	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065776	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065769	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065759	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065757	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065763	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065767	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065780	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065762	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065781	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065798	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065797	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065802	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065804	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065793	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065801	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065791	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065784	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065783	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065788	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065789	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065753	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065785	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065751	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065864	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065865	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065861	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065858	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065867	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065863	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065868	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065872	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065805	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065870	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065869	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065857	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065871	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065853	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065744	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065742	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065806	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065738	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065745	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065728	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065850	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065752	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065848	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065845	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065856	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065726	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065735	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065829	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065843	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065839	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1065836	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213673	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213676	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213672	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213677	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213671	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213679	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213682	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213792	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213680	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213670	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213678	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213681	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213669	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213811	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213803	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213801	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213804	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213800	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213805	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213798	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213794	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213793	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213795	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213806	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213797	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213808	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213818	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213819	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213816	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213820	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213814	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213825	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213831	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213833	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213826	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213807	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213824	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213827	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213834	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213809	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213840	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213844	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213837	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213846	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213836	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213847	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213848	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213812	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213849	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213777	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213776	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213779	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213775	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213780	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213773	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213703	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213704	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213770	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213781	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213774	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213768	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213782	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213698	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213699	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213697	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213700	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213696	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213788	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213784	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213783	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213787	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213764	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213702	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213785	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213763	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213726	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213724	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213727	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213723	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213728	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213720	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213715	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213716	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213717	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213730	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213722	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213710	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213733	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213760	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213759	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213761	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213707	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213762	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213738	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213735	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213734	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213737	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213695	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213758	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213736	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213769	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213753	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213756	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213754	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213752	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213750	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213747	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213746	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213749	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213751	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213757	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213694	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213686	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213687	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213685	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213689	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213683	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213690	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213693	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
GSM1213743	Lung cancer	Tumor	Lung cancer - Adenocarcinoma
