GSM_IDENTIFIER	TYPE_NOVEL	CLASS	TYPE
GSM924561	Leukemia	Tumor	Acute myeloid leukemia
GSM924529	Leukemia	Tumor	Acute myeloid leukemia
GSM924475	Leukemia	Tumor	Acute myeloid leukemia
GSM924477	Leukemia	Tumor	Acute myeloid leukemia
GSM924503	Leukemia	Tumor	Acute myeloid leukemia
GSM924473	Leukemia	Tumor	Acute myeloid leukemia
GSM924476	Leukemia	Tumor	Acute myeloid leukemia
GSM924472	Leukemia	Tumor	Acute myeloid leukemia
GSM924468	Leukemia	Tumor	Acute myeloid leukemia
GSM924467	Leukemia	Tumor	Acute myeloid leukemia
GSM924470	Leukemia	Tumor	Acute myeloid leukemia
GSM924471	Leukemia	Tumor	Acute myeloid leukemia
GSM924478	Leukemia	Tumor	Acute myeloid leukemia
GSM924501	Leukemia	Tumor	Acute myeloid leukemia
GSM924502	Leukemia	Tumor	Acute myeloid leukemia
GSM924485	Leukemia	Tumor	Acute myeloid leukemia
GSM924484	Leukemia	Tumor	Acute myeloid leukemia
GSM924487	Leukemia	Tumor	Acute myeloid leukemia
GSM924500	Leukemia	Tumor	Acute myeloid leukemia
GSM924483	Leukemia	Tumor	Acute myeloid leukemia
GSM924486	Leukemia	Tumor	Acute myeloid leukemia
GSM924482	Leukemia	Tumor	Acute myeloid leukemia
GSM924489	Leukemia	Tumor	Acute myeloid leukemia
GSM924490	Leukemia	Tumor	Acute myeloid leukemia
GSM924488	Leukemia	Tumor	Acute myeloid leukemia
GSM924480	Leukemia	Tumor	Acute myeloid leukemia
GSM924479	Leukemia	Tumor	Acute myeloid leukemia
GSM924481	Leukemia	Tumor	Acute myeloid leukemia
GSM924495	Leukemia	Tumor	Acute myeloid leukemia
GSM924469	Leukemia	Tumor	Acute myeloid leukemia
GSM924499	Leukemia	Tumor	Acute myeloid leukemia
GSM924497	Leukemia	Tumor	Acute myeloid leukemia
GSM924494	Leukemia	Tumor	Acute myeloid leukemia
GSM924498	Leukemia	Tumor	Acute myeloid leukemia
GSM924493	Leukemia	Tumor	Acute myeloid leukemia
GSM924491	Leukemia	Tumor	Acute myeloid leukemia
GSM924492	Leukemia	Tumor	Acute myeloid leukemia
GSM924496	Leukemia	Tumor	Acute myeloid leukemia
GSM953328	Leukemia	Tumor	Acute myeloid leukemia
GSM953329	Leukemia	Tumor	Acute myeloid leukemia
GSM953338	Leukemia	Tumor	Acute myeloid leukemia
GSM978300	Leukemia	Tumor	Acute myeloid leukemia
GSM978299	Leukemia	Tumor	Acute myeloid leukemia
GSM978301	Leukemia	Tumor	Acute myeloid leukemia
GSM978298	Leukemia	Tumor	Acute myeloid leukemia
GSM978302	Leukemia	Tumor	Acute myeloid leukemia
GSM978297	Leukemia	Tumor	Acute myeloid leukemia
GSM978293	Leukemia	Tumor	Acute myeloid leukemia
GSM978292	Leukemia	Tumor	Acute myeloid leukemia
GSM978294	Leukemia	Tumor	Acute myeloid leukemia
GSM978303	Leukemia	Tumor	Acute myeloid leukemia
GSM978296	Leukemia	Tumor	Acute myeloid leukemia
GSM978295	Leukemia	Tumor	Acute myeloid leukemia
GSM1031853	Leukemia	Tumor	Acute myeloid leukemia
GSM1031854	Leukemia	Tumor	Acute myeloid leukemia
GSM1031855	Leukemia	Tumor	Acute myeloid leukemia
GSM1031852	Leukemia	Tumor	Acute myeloid leukemia
GSM1031847	Leukemia	Tumor	Acute myeloid leukemia
GSM1031848	Leukemia	Tumor	Acute myeloid leukemia
GSM1031849	Leukemia	Tumor	Acute myeloid leukemia
GSM1031851	Leukemia	Tumor	Acute myeloid leukemia
GSM1031845	Leukemia	Tumor	Acute myeloid leukemia
GSM1031846	Leukemia	Tumor	Acute myeloid leukemia
GSM1031837	Leukemia	Tumor	Acute myeloid leukemia
GSM1031831	Leukemia	Tumor	Acute myeloid leukemia
GSM1031856	Leukemia	Tumor	Acute myeloid leukemia
GSM1031833	Leukemia	Tumor	Acute myeloid leukemia
GSM1031834	Leukemia	Tumor	Acute myeloid leukemia
GSM1031835	Leukemia	Tumor	Acute myeloid leukemia
GSM1031832	Leukemia	Tumor	Acute myeloid leukemia
GSM1031838	Leukemia	Tumor	Acute myeloid leukemia
GSM1031842	Leukemia	Tumor	Acute myeloid leukemia
GSM1031843	Leukemia	Tumor	Acute myeloid leukemia
GSM1031841	Leukemia	Tumor	Acute myeloid leukemia
GSM1031840	Leukemia	Tumor	Acute myeloid leukemia
GSM1031844	Leukemia	Tumor	Acute myeloid leukemia
GSM1031839	Leukemia	Tumor	Acute myeloid leukemia
GSM1031836	Leukemia	Tumor	Acute myeloid leukemia
GSM1031850	Leukemia	Tumor	Acute myeloid leukemia
GSM1031862	Leukemia	Tumor	Acute myeloid leukemia
GSM1031860	Leukemia	Tumor	Acute myeloid leukemia
GSM1031861	Leukemia	Tumor	Acute myeloid leukemia
GSM1031863	Leukemia	Tumor	Acute myeloid leukemia
GSM1031865	Leukemia	Tumor	Acute myeloid leukemia
GSM1031868	Leukemia	Tumor	Acute myeloid leukemia
GSM1031866	Leukemia	Tumor	Acute myeloid leukemia
GSM1031867	Leukemia	Tumor	Acute myeloid leukemia
GSM1031859	Leukemia	Tumor	Acute myeloid leukemia
GSM1031864	Leukemia	Tumor	Acute myeloid leukemia
GSM1031857	Leukemia	Tumor	Acute myeloid leukemia
GSM1031858	Leukemia	Tumor	Acute myeloid leukemia
GSM158873	Leukemia	Tumor	Acute myeloid leukemia
GSM158998	Leukemia	Tumor	Acute myeloid leukemia
GSM159116	Leukemia	Tumor	Acute myeloid leukemia
GSM158874	Leukemia	Tumor	Acute myeloid leukemia
GSM158875	Leukemia	Tumor	Acute myeloid leukemia
GSM158878	Leukemia	Tumor	Acute myeloid leukemia
GSM158876	Leukemia	Tumor	Acute myeloid leukemia
GSM158877	Leukemia	Tumor	Acute myeloid leukemia
GSM159109	Leukemia	Tumor	Acute myeloid leukemia
GSM158872	Leukemia	Tumor	Acute myeloid leukemia
GSM159113	Leukemia	Tumor	Acute myeloid leukemia
GSM159111	Leukemia	Tumor	Acute myeloid leukemia
GSM159112	Leukemia	Tumor	Acute myeloid leukemia
GSM158868	Leukemia	Tumor	Acute myeloid leukemia
GSM158870	Leukemia	Tumor	Acute myeloid leukemia
GSM159108	Leukemia	Tumor	Acute myeloid leukemia
GSM158879	Leukemia	Tumor	Acute myeloid leukemia
GSM158871	Leukemia	Tumor	Acute myeloid leukemia
GSM158869	Leukemia	Tumor	Acute myeloid leukemia
GSM159115	Leukemia	Tumor	Acute myeloid leukemia
GSM158881	Leukemia	Tumor	Acute myeloid leukemia
GSM158885	Leukemia	Tumor	Acute myeloid leukemia
GSM158894	Leukemia	Tumor	Acute myeloid leukemia
GSM158893	Leukemia	Tumor	Acute myeloid leukemia
GSM158892	Leukemia	Tumor	Acute myeloid leukemia
GSM158890	Leukemia	Tumor	Acute myeloid leukemia
GSM158886	Leukemia	Tumor	Acute myeloid leukemia
GSM158887	Leukemia	Tumor	Acute myeloid leukemia
GSM158889	Leukemia	Tumor	Acute myeloid leukemia
GSM158891	Leukemia	Tumor	Acute myeloid leukemia
GSM158895	Leukemia	Tumor	Acute myeloid leukemia
GSM158896	Leukemia	Tumor	Acute myeloid leukemia
GSM159117	Leukemia	Tumor	Acute myeloid leukemia
GSM158888	Leukemia	Tumor	Acute myeloid leukemia
GSM159110	Leukemia	Tumor	Acute myeloid leukemia
GSM158882	Leukemia	Tumor	Acute myeloid leukemia
GSM158883	Leukemia	Tumor	Acute myeloid leukemia
GSM159120	Leukemia	Tumor	Acute myeloid leukemia
GSM158884	Leukemia	Tumor	Acute myeloid leukemia
GSM159119	Leukemia	Tumor	Acute myeloid leukemia
GSM159118	Leukemia	Tumor	Acute myeloid leukemia
GSM158880	Leukemia	Tumor	Acute myeloid leukemia
GSM159102	Leukemia	Tumor	Acute myeloid leukemia
GSM159062	Leukemia	Tumor	Acute myeloid leukemia
GSM159064	Leukemia	Tumor	Acute myeloid leukemia
GSM159063	Leukemia	Tumor	Acute myeloid leukemia
GSM159061	Leukemia	Tumor	Acute myeloid leukemia
GSM159060	Leukemia	Tumor	Acute myeloid leukemia
GSM159082	Leukemia	Tumor	Acute myeloid leukemia
GSM159065	Leukemia	Tumor	Acute myeloid leukemia
GSM158720	Leukemia	Tumor	Acute myeloid leukemia
GSM158719	Leukemia	Tumor	Acute myeloid leukemia
GSM158721	Leukemia	Tumor	Acute myeloid leukemia
GSM158722	Leukemia	Tumor	Acute myeloid leukemia
GSM158724	Leukemia	Tumor	Acute myeloid leukemia
GSM158718	Leukemia	Tumor	Acute myeloid leukemia
GSM158723	Leukemia	Tumor	Acute myeloid leukemia
GSM158711	Leukemia	Tumor	Acute myeloid leukemia
GSM158716	Leukemia	Tumor	Acute myeloid leukemia
GSM159077	Leukemia	Tumor	Acute myeloid leukemia
GSM158712	Leukemia	Tumor	Acute myeloid leukemia
GSM159078	Leukemia	Tumor	Acute myeloid leukemia
GSM158713	Leukemia	Tumor	Acute myeloid leukemia
GSM159123	Leukemia	Tumor	Acute myeloid leukemia
GSM158725	Leukemia	Tumor	Acute myeloid leukemia
GSM158714	Leukemia	Tumor	Acute myeloid leukemia
GSM158715	Leukemia	Tumor	Acute myeloid leukemia
GSM158717	Leukemia	Tumor	Acute myeloid leukemia
GSM158727	Leukemia	Tumor	Acute myeloid leukemia
GSM159070	Leukemia	Tumor	Acute myeloid leukemia
GSM159080	Leukemia	Tumor	Acute myeloid leukemia
GSM159071	Leukemia	Tumor	Acute myeloid leukemia
GSM159069	Leukemia	Tumor	Acute myeloid leukemia
GSM159068	Leukemia	Tumor	Acute myeloid leukemia
GSM159066	Leukemia	Tumor	Acute myeloid leukemia
GSM159081	Leukemia	Tumor	Acute myeloid leukemia
GSM159067	Leukemia	Tumor	Acute myeloid leukemia
GSM159079	Leukemia	Tumor	Acute myeloid leukemia
GSM159072	Leukemia	Tumor	Acute myeloid leukemia
GSM159076	Leukemia	Tumor	Acute myeloid leukemia
GSM158728	Leukemia	Tumor	Acute myeloid leukemia
GSM158729	Leukemia	Tumor	Acute myeloid leukemia
GSM158730	Leukemia	Tumor	Acute myeloid leukemia
GSM159073	Leukemia	Tumor	Acute myeloid leukemia
GSM159075	Leukemia	Tumor	Acute myeloid leukemia
GSM159074	Leukemia	Tumor	Acute myeloid leukemia
GSM158726	Leukemia	Tumor	Acute myeloid leukemia
GSM159083	Leukemia	Tumor	Acute myeloid leukemia
GSM768741	Leukemia	Tumor	Acute myeloid leukemia
GSM158867	Leukemia	Tumor	Acute myeloid leukemia
GSM768733	Leukemia	Tumor	Acute myeloid leukemia
GSM768751	Leukemia	Tumor	Acute myeloid leukemia
GSM159055	Leukemia	Tumor	Acute myeloid leukemia
GSM159057	Leukemia	Tumor	Acute myeloid leukemia
GSM159056	Leukemia	Tumor	Acute myeloid leukemia
GSM159054	Leukemia	Tumor	Acute myeloid leukemia
GSM159053	Leukemia	Tumor	Acute myeloid leukemia
GSM159051	Leukemia	Tumor	Acute myeloid leukemia
GSM159107	Leukemia	Tumor	Acute myeloid leukemia
GSM159052	Leukemia	Tumor	Acute myeloid leukemia
GSM159058	Leukemia	Tumor	Acute myeloid leukemia
GSM159106	Leukemia	Tumor	Acute myeloid leukemia
GSM768752	Leukemia	Tumor	Acute myeloid leukemia
GSM768732	Leukemia	Tumor	Acute myeloid leukemia
GSM159103	Leukemia	Tumor	Acute myeloid leukemia
GSM768753	Leukemia	Tumor	Acute myeloid leukemia
GSM768754	Leukemia	Tumor	Acute myeloid leukemia
GSM159105	Leukemia	Tumor	Acute myeloid leukemia
GSM159059	Leukemia	Tumor	Acute myeloid leukemia
GSM159104	Leukemia	Tumor	Acute myeloid leukemia
GSM768750	Leukemia	Tumor	Acute myeloid leukemia
GSM768731	Leukemia	Tumor	Acute myeloid leukemia
GSM159092	Leukemia	Tumor	Acute myeloid leukemia
GSM159091	Leukemia	Tumor	Acute myeloid leukemia
GSM159093	Leukemia	Tumor	Acute myeloid leukemia
GSM159095	Leukemia	Tumor	Acute myeloid leukemia
GSM159097	Leukemia	Tumor	Acute myeloid leukemia
GSM159090	Leukemia	Tumor	Acute myeloid leukemia
GSM159096	Leukemia	Tumor	Acute myeloid leukemia
GSM159094	Leukemia	Tumor	Acute myeloid leukemia
GSM159088	Leukemia	Tumor	Acute myeloid leukemia
GSM159086	Leukemia	Tumor	Acute myeloid leukemia
GSM159084	Leukemia	Tumor	Acute myeloid leukemia
GSM159085	Leukemia	Tumor	Acute myeloid leukemia
GSM159087	Leukemia	Tumor	Acute myeloid leukemia
GSM159098	Leukemia	Tumor	Acute myeloid leukemia
GSM159089	Leukemia	Tumor	Acute myeloid leukemia
GSM159100	Leukemia	Tumor	Acute myeloid leukemia
GSM768726	Leukemia	Tumor	Acute myeloid leukemia
GSM768725	Leukemia	Tumor	Acute myeloid leukemia
GSM159101	Leukemia	Tumor	Acute myeloid leukemia
GSM159050	Leukemia	Tumor	Acute myeloid leukemia
GSM159099	Leukemia	Tumor	Acute myeloid leukemia
GSM158905	Leukemia	Tumor	Acute myeloid leukemia
GSM158785	Leukemia	Tumor	Acute myeloid leukemia
GSM159028	Leukemia	Tumor	Acute myeloid leukemia
GSM158784	Leukemia	Tumor	Acute myeloid leukemia
GSM158786	Leukemia	Tumor	Acute myeloid leukemia
GSM159161	Leukemia	Tumor	Acute myeloid leukemia
GSM158789	Leukemia	Tumor	Acute myeloid leukemia
GSM158787	Leukemia	Tumor	Acute myeloid leukemia
GSM158788	Leukemia	Tumor	Acute myeloid leukemia
GSM158783	Leukemia	Tumor	Acute myeloid leukemia
GSM158781	Leukemia	Tumor	Acute myeloid leukemia
GSM158819	Leukemia	Tumor	Acute myeloid leukemia
GSM159162	Leukemia	Tumor	Acute myeloid leukemia
GSM158776	Leukemia	Tumor	Acute myeloid leukemia
GSM158818	Leukemia	Tumor	Acute myeloid leukemia
GSM158778	Leukemia	Tumor	Acute myeloid leukemia
GSM158780	Leukemia	Tumor	Acute myeloid leukemia
GSM158817	Leukemia	Tumor	Acute myeloid leukemia
GSM158779	Leukemia	Tumor	Acute myeloid leukemia
GSM158777	Leukemia	Tumor	Acute myeloid leukemia
GSM158782	Leukemia	Tumor	Acute myeloid leukemia
GSM158983	Leukemia	Tumor	Acute myeloid leukemia
GSM159160	Leukemia	Tumor	Acute myeloid leukemia
GSM158815	Leukemia	Tumor	Acute myeloid leukemia
GSM158989	Leukemia	Tumor	Acute myeloid leukemia
GSM159159	Leukemia	Tumor	Acute myeloid leukemia
GSM158991	Leukemia	Tumor	Acute myeloid leukemia
GSM158992	Leukemia	Tumor	Acute myeloid leukemia
GSM158993	Leukemia	Tumor	Acute myeloid leukemia
GSM159026	Leukemia	Tumor	Acute myeloid leukemia
GSM158990	Leukemia	Tumor	Acute myeloid leukemia
GSM158988	Leukemia	Tumor	Acute myeloid leukemia
GSM158987	Leukemia	Tumor	Acute myeloid leukemia
GSM158816	Leukemia	Tumor	Acute myeloid leukemia
GSM158775	Leukemia	Tumor	Acute myeloid leukemia
GSM158791	Leukemia	Tumor	Acute myeloid leukemia
GSM158792	Leukemia	Tumor	Acute myeloid leukemia
GSM158793	Leukemia	Tumor	Acute myeloid leukemia
GSM158985	Leukemia	Tumor	Acute myeloid leukemia
GSM158986	Leukemia	Tumor	Acute myeloid leukemia
GSM158984	Leukemia	Tumor	Acute myeloid leukemia
GSM159027	Leukemia	Tumor	Acute myeloid leukemia
GSM158790	Leukemia	Tumor	Acute myeloid leukemia
GSM158774	Leukemia	Tumor	Acute myeloid leukemia
GSM158833	Leukemia	Tumor	Acute myeloid leukemia
GSM158835	Leukemia	Tumor	Acute myeloid leukemia
GSM158834	Leukemia	Tumor	Acute myeloid leukemia
GSM158832	Leukemia	Tumor	Acute myeloid leukemia
GSM158831	Leukemia	Tumor	Acute myeloid leukemia
GSM158828	Leukemia	Tumor	Acute myeloid leukemia
GSM158830	Leukemia	Tumor	Acute myeloid leukemia
GSM158829	Leukemia	Tumor	Acute myeloid leukemia
GSM158836	Leukemia	Tumor	Acute myeloid leukemia
GSM158838	Leukemia	Tumor	Acute myeloid leukemia
GSM158843	Leukemia	Tumor	Acute myeloid leukemia
GSM158761	Leukemia	Tumor	Acute myeloid leukemia
GSM158844	Leukemia	Tumor	Acute myeloid leukemia
GSM158762	Leukemia	Tumor	Acute myeloid leukemia
GSM158841	Leukemia	Tumor	Acute myeloid leukemia
GSM158839	Leukemia	Tumor	Acute myeloid leukemia
GSM158866	Leukemia	Tumor	Acute myeloid leukemia
GSM158840	Leukemia	Tumor	Acute myeloid leukemia
GSM158842	Leukemia	Tumor	Acute myeloid leukemia
GSM158837	Leukemia	Tumor	Acute myeloid leukemia
GSM158825	Leukemia	Tumor	Acute myeloid leukemia
GSM158769	Leukemia	Tumor	Acute myeloid leukemia
GSM159165	Leukemia	Tumor	Acute myeloid leukemia
GSM158768	Leukemia	Tumor	Acute myeloid leukemia
GSM158770	Leukemia	Tumor	Acute myeloid leukemia
GSM159164	Leukemia	Tumor	Acute myeloid leukemia
GSM158772	Leukemia	Tumor	Acute myeloid leukemia
GSM158773	Leukemia	Tumor	Acute myeloid leukemia
GSM159163	Leukemia	Tumor	Acute myeloid leukemia
GSM158771	Leukemia	Tumor	Acute myeloid leukemia
GSM158767	Leukemia	Tumor	Acute myeloid leukemia
GSM158766	Leukemia	Tumor	Acute myeloid leukemia
GSM158823	Leukemia	Tumor	Acute myeloid leukemia
GSM158994	Leukemia	Tumor	Acute myeloid leukemia
GSM158824	Leukemia	Tumor	Acute myeloid leukemia
GSM158822	Leukemia	Tumor	Acute myeloid leukemia
GSM158820	Leukemia	Tumor	Acute myeloid leukemia
GSM158764	Leukemia	Tumor	Acute myeloid leukemia
GSM158765	Leukemia	Tumor	Acute myeloid leukemia
GSM158763	Leukemia	Tumor	Acute myeloid leukemia
GSM158821	Leukemia	Tumor	Acute myeloid leukemia
GSM158826	Leukemia	Tumor	Acute myeloid leukemia
GSM159157	Leukemia	Tumor	Acute myeloid leukemia
GSM159022	Leukemia	Tumor	Acute myeloid leukemia
GSM158811	Leukemia	Tumor	Acute myeloid leukemia
GSM158812	Leukemia	Tumor	Acute myeloid leukemia
GSM159021	Leukemia	Tumor	Acute myeloid leukemia
GSM159020	Leukemia	Tumor	Acute myeloid leukemia
GSM159017	Leukemia	Tumor	Acute myeloid leukemia
GSM159019	Leukemia	Tumor	Acute myeloid leukemia
GSM159018	Leukemia	Tumor	Acute myeloid leukemia
GSM159125	Leukemia	Tumor	Acute myeloid leukemia
GSM159127	Leukemia	Tumor	Acute myeloid leukemia
GSM159130	Leukemia	Tumor	Acute myeloid leukemia
GSM159132	Leukemia	Tumor	Acute myeloid leukemia
GSM159131	Leukemia	Tumor	Acute myeloid leukemia
GSM159129	Leukemia	Tumor	Acute myeloid leukemia
GSM158810	Leukemia	Tumor	Acute myeloid leukemia
GSM159023	Leukemia	Tumor	Acute myeloid leukemia
GSM159016	Leukemia	Tumor	Acute myeloid leukemia
GSM159024	Leukemia	Tumor	Acute myeloid leukemia
GSM159128	Leukemia	Tumor	Acute myeloid leukemia
GSM159126	Leukemia	Tumor	Acute myeloid leukemia
GSM159014	Leukemia	Tumor	Acute myeloid leukemia
GSM159003	Leukemia	Tumor	Acute myeloid leukemia
GSM159005	Leukemia	Tumor	Acute myeloid leukemia
GSM159004	Leukemia	Tumor	Acute myeloid leukemia
GSM159002	Leukemia	Tumor	Acute myeloid leukemia
GSM158813	Leukemia	Tumor	Acute myeloid leukemia
GSM159124	Leukemia	Tumor	Acute myeloid leukemia
GSM158999	Leukemia	Tumor	Acute myeloid leukemia
GSM159000	Leukemia	Tumor	Acute myeloid leukemia
GSM159001	Leukemia	Tumor	Acute myeloid leukemia
GSM159006	Leukemia	Tumor	Acute myeloid leukemia
GSM159007	Leukemia	Tumor	Acute myeloid leukemia
GSM159012	Leukemia	Tumor	Acute myeloid leukemia
GSM159133	Leukemia	Tumor	Acute myeloid leukemia
GSM159013	Leukemia	Tumor	Acute myeloid leukemia
GSM159011	Leukemia	Tumor	Acute myeloid leukemia
GSM158996	Leukemia	Tumor	Acute myeloid leukemia
GSM158997	Leukemia	Tumor	Acute myeloid leukemia
GSM159008	Leukemia	Tumor	Acute myeloid leukemia
GSM159009	Leukemia	Tumor	Acute myeloid leukemia
GSM159010	Leukemia	Tumor	Acute myeloid leukemia
GSM159015	Leukemia	Tumor	Acute myeloid leukemia
GSM159135	Leukemia	Tumor	Acute myeloid leukemia
GSM158995	Leukemia	Tumor	Acute myeloid leukemia
GSM159147	Leukemia	Tumor	Acute myeloid leukemia
GSM159146	Leukemia	Tumor	Acute myeloid leukemia
GSM158814	Leukemia	Tumor	Acute myeloid leukemia
GSM158794	Leukemia	Tumor	Acute myeloid leukemia
GSM158796	Leukemia	Tumor	Acute myeloid leukemia
GSM158797	Leukemia	Tumor	Acute myeloid leukemia
GSM158795	Leukemia	Tumor	Acute myeloid leukemia
GSM159145	Leukemia	Tumor	Acute myeloid leukemia
GSM159148	Leukemia	Tumor	Acute myeloid leukemia
GSM159149	Leukemia	Tumor	Acute myeloid leukemia
GSM159155	Leukemia	Tumor	Acute myeloid leukemia
GSM158845	Leukemia	Tumor	Acute myeloid leukemia
GSM159156	Leukemia	Tumor	Acute myeloid leukemia
GSM159154	Leukemia	Tumor	Acute myeloid leukemia
GSM159153	Leukemia	Tumor	Acute myeloid leukemia
GSM159151	Leukemia	Tumor	Acute myeloid leukemia
GSM159150	Leukemia	Tumor	Acute myeloid leukemia
GSM159152	Leukemia	Tumor	Acute myeloid leukemia
GSM159025	Leukemia	Tumor	Acute myeloid leukemia
GSM158798	Leukemia	Tumor	Acute myeloid leukemia
GSM158799	Leukemia	Tumor	Acute myeloid leukemia
GSM159141	Leukemia	Tumor	Acute myeloid leukemia
GSM159143	Leukemia	Tumor	Acute myeloid leukemia
GSM159142	Leukemia	Tumor	Acute myeloid leukemia
GSM159140	Leukemia	Tumor	Acute myeloid leukemia
GSM159138	Leukemia	Tumor	Acute myeloid leukemia
GSM159136	Leukemia	Tumor	Acute myeloid leukemia
GSM159158	Leukemia	Tumor	Acute myeloid leukemia
GSM159137	Leukemia	Tumor	Acute myeloid leukemia
GSM159139	Leukemia	Tumor	Acute myeloid leukemia
GSM159144	Leukemia	Tumor	Acute myeloid leukemia
GSM158809	Leukemia	Tumor	Acute myeloid leukemia
GSM158802	Leukemia	Tumor	Acute myeloid leukemia
GSM158800	Leukemia	Tumor	Acute myeloid leukemia
GSM158801	Leukemia	Tumor	Acute myeloid leukemia
GSM158803	Leukemia	Tumor	Acute myeloid leukemia
GSM158805	Leukemia	Tumor	Acute myeloid leukemia
GSM158807	Leukemia	Tumor	Acute myeloid leukemia
GSM158808	Leukemia	Tumor	Acute myeloid leukemia
GSM158806	Leukemia	Tumor	Acute myeloid leukemia
GSM158804	Leukemia	Tumor	Acute myeloid leukemia
GSM159134	Leukemia	Tumor	Acute myeloid leukemia
GSM158827	Leukemia	Tumor	Acute myeloid leukemia
GSM159047	Leukemia	Tumor	Acute myeloid leukemia
GSM159049	Leukemia	Tumor	Acute myeloid leukemia
GSM159048	Leukemia	Tumor	Acute myeloid leukemia
GSM158901	Leukemia	Tumor	Acute myeloid leukemia
GSM158900	Leukemia	Tumor	Acute myeloid leukemia
GSM158897	Leukemia	Tumor	Acute myeloid leukemia
GSM158899	Leukemia	Tumor	Acute myeloid leukemia
GSM158898	Leukemia	Tumor	Acute myeloid leukemia
GSM158902	Leukemia	Tumor	Acute myeloid leukemia
GSM159122	Leukemia	Tumor	Acute myeloid leukemia
GSM158942	Leukemia	Tumor	Acute myeloid leukemia
GSM158941	Leukemia	Tumor	Acute myeloid leukemia
GSM159121	Leukemia	Tumor	Acute myeloid leukemia
GSM158943	Leukemia	Tumor	Acute myeloid leukemia
GSM158945	Leukemia	Tumor	Acute myeloid leukemia
GSM158947	Leukemia	Tumor	Acute myeloid leukemia
GSM158860	Leukemia	Tumor	Acute myeloid leukemia
GSM158946	Leukemia	Tumor	Acute myeloid leukemia
GSM158944	Leukemia	Tumor	Acute myeloid leukemia
GSM158903	Leukemia	Tumor	Acute myeloid leukemia
GSM159046	Leukemia	Tumor	Acute myeloid leukemia
GSM158738	Leukemia	Tumor	Acute myeloid leukemia
GSM158736	Leukemia	Tumor	Acute myeloid leukemia
GSM158737	Leukemia	Tumor	Acute myeloid leukemia
GSM158739	Leukemia	Tumor	Acute myeloid leukemia
GSM158912	Leukemia	Tumor	Acute myeloid leukemia
GSM158743	Leukemia	Tumor	Acute myeloid leukemia
GSM158744	Leukemia	Tumor	Acute myeloid leukemia
GSM158742	Leukemia	Tumor	Acute myeloid leukemia
GSM158740	Leukemia	Tumor	Acute myeloid leukemia
GSM159038	Leukemia	Tumor	Acute myeloid leukemia
GSM158949	Leukemia	Tumor	Acute myeloid leukemia
GSM159044	Leukemia	Tumor	Acute myeloid leukemia
GSM158735	Leukemia	Tumor	Acute myeloid leukemia
GSM159045	Leukemia	Tumor	Acute myeloid leukemia
GSM159043	Leukemia	Tumor	Acute myeloid leukemia
GSM159041	Leukemia	Tumor	Acute myeloid leukemia
GSM159040	Leukemia	Tumor	Acute myeloid leukemia
GSM159039	Leukemia	Tumor	Acute myeloid leukemia
GSM158948	Leukemia	Tumor	Acute myeloid leukemia
GSM159042	Leukemia	Tumor	Acute myeloid leukemia
GSM158760	Leukemia	Tumor	Acute myeloid leukemia
GSM158940	Leukemia	Tumor	Acute myeloid leukemia
GSM158909	Leukemia	Tumor	Acute myeloid leukemia
GSM158911	Leukemia	Tumor	Acute myeloid leukemia
GSM158910	Leukemia	Tumor	Acute myeloid leukemia
GSM158908	Leukemia	Tumor	Acute myeloid leukemia
GSM158923	Leukemia	Tumor	Acute myeloid leukemia
GSM158926	Leukemia	Tumor	Acute myeloid leukemia
GSM158924	Leukemia	Tumor	Acute myeloid leukemia
GSM158925	Leukemia	Tumor	Acute myeloid leukemia
GSM158922	Leukemia	Tumor	Acute myeloid leukemia
GSM158920	Leukemia	Tumor	Acute myeloid leukemia
GSM158915	Leukemia	Tumor	Acute myeloid leukemia
GSM158913	Leukemia	Tumor	Acute myeloid leukemia
GSM158914	Leukemia	Tumor	Acute myeloid leukemia
GSM158859	Leukemia	Tumor	Acute myeloid leukemia
GSM158917	Leukemia	Tumor	Acute myeloid leukemia
GSM158919	Leukemia	Tumor	Acute myeloid leukemia
GSM158927	Leukemia	Tumor	Acute myeloid leukemia
GSM158918	Leukemia	Tumor	Acute myeloid leukemia
GSM158916	Leukemia	Tumor	Acute myeloid leukemia
GSM158921	Leukemia	Tumor	Acute myeloid leukemia
GSM158858	Leukemia	Tumor	Acute myeloid leukemia
GSM158937	Leukemia	Tumor	Acute myeloid leukemia
GSM158935	Leukemia	Tumor	Acute myeloid leukemia
GSM158936	Leukemia	Tumor	Acute myeloid leukemia
GSM158938	Leukemia	Tumor	Acute myeloid leukemia
GSM158731	Leukemia	Tumor	Acute myeloid leukemia
GSM158733	Leukemia	Tumor	Acute myeloid leukemia
GSM158734	Leukemia	Tumor	Acute myeloid leukemia
GSM158732	Leukemia	Tumor	Acute myeloid leukemia
GSM158939	Leukemia	Tumor	Acute myeloid leukemia
GSM158857	Leukemia	Tumor	Acute myeloid leukemia
GSM158934	Leukemia	Tumor	Acute myeloid leukemia
GSM158906	Leukemia	Tumor	Acute myeloid leukemia
GSM158950	Leukemia	Tumor	Acute myeloid leukemia
GSM158907	Leukemia	Tumor	Acute myeloid leukemia
GSM158904	Leukemia	Tumor	Acute myeloid leukemia
GSM158930	Leukemia	Tumor	Acute myeloid leukemia
GSM158932	Leukemia	Tumor	Acute myeloid leukemia
GSM158933	Leukemia	Tumor	Acute myeloid leukemia
